Date,AAPL,AMGN,AMZN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,GS,HD,HON,IBM,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,NVDA,PG,SHW,TRV,UNH,V,VZ,WMT,^IRX
2025-01-31,235.74081420898438,283.132568359375,237.67999267578125,316.3996276855469,176.52000427246094,371.44000244140625,341.1639404296875,60.198089599609375,147.5533905029297,113.05999755859375,637.2401733398438,409.3820495605469,222.529052734375,254.00775146484375,150.94175720214844,265.66363525390625,63.01498031616211,287.0426940917969,151.45291137695312,97.97360229492188,414.22943115234375,76.51274108886719,120.0589599609375,165.99000549316406,357.37896728515625,244.18099975585938,540.1814575195312,341.225830078125,38.76732635498047,97.89118194580078,1.0001661904842134
2025-02-03,227.75958251953125,286.5549011230469,237.4199981689453,315.482666015625,175.8699951171875,361.54998779296875,338.7077941894531,60.63517379760742,147.7017364501953,114.0,629.249755859375,406.1823425292969,221.2260284423828,259.0044860839844,150.6639862060547,265.1766357421875,62.885929107666016,288.3849182128906,149.3035125732422,98.93529510498047,410.09771728515625,76.20429992675781,116.64927673339844,168.75999450683594,356.860107421875,243.60337829589844,545.8472290039062,345.23907470703125,39.347999572753906,99.26740264892578,1.0003324879602198
2025-02-04,232.54432678222656,286.7037048339844,242.05999755859375,314.78497314453125,176.22999572753906,361.95001220703125,343.6001281738281,60.93318557739258,151.5391845703125,113.30000305175781,631.0508422851562,408.8951110839844,222.35995483398438,262.70977783203125,152.27113342285156,266.2997131347656,62.21091079711914,288.1065368652344,150.93545532226562,89.96280670166016,411.5447998046875,76.33364868164062,118.63909149169922,168.1300048828125,356.8102111816406,243.06556701660156,543.1288452148438,344.5701904296875,39.18069076538086,100.49402618408203,1.0004997260789668
2025-02-05,232.21469116210938,305.3431396484375,236.1699981689453,319.46942138671875,181.83999633789062,358.8500061035156,347.3841552734375,62.155025482177734,151.31170654296875,110.54000091552734,642.2652587890625,411.21044921875,221.16635131835938,261.55743408203125,153.4615936279297,268.77447509765625,62.657615661621094,287.17193603515625,151.70169067382812,88.90196990966797,412.4629821777344,74.19447326660156,124.81851959228516,169.00999450683594,363.6851806640625,245.33627319335938,537.5128784179688,348.8529968261719,39.49563217163086,102.17940521240234,1.0006668730585286
2025-02-06,232.9638671875,295.3935241699219,238.8300018310547,319.0906677246094,184.8000030517578,365.45001220703125,330.291015625,61.857017517089844,150.23365783691406,112.08999633789062,654.97216796875,411.54827880859375,208.7030487060547,251.76271057128906,152.29095458984375,275.2048645019531,62.89585876464844,292.6701965332031,151.5723419189453,87.29584503173828,414.9879150390625,71.37872314453125,128.66815185546875,168.8800048828125,364.4235534667969,246.6309814453125,527.784423828125,346.89630126953125,39.308631896972656,102.5683364868164,1.0008341670806231
2025-02-07,227.3800048828125,291.1875,229.14999389648438,315.72186279296875,181.49000549316406,363.8800048828125,325.3188171386719,61.857017517089844,150.9457550048828,110.86000061035156,652.6636962890625,404.80108642578125,204.42593383789062,250.66998291015625,151.904052734375,274.1116027832031,63.37234115600586,292.61053466796875,149.1343536376953,86.53244018554688,408.9300537109375,68.33413696289062,129.8280487060547,167.97000122070312,359.7837219238281,244.19097900390625,524.7872924804688,347.43536376953125,39.24958419799805,100.87299346923828,1.0010020848196146
2025-02-10,227.64999389648438,292.427490234375,233.13999938964844,309.2333984375,180.5500030517578,363.2200012207031,326.68670654296875,62.393436431884766,154.0612030029297,109.27999877929688,647.3201904296875,411.37933349609375,207.40997314453125,249.27000427246094,153.0151824951172,269.3807373046875,64.07714080810547,306.6495056152344,148.9552459716797,85.65998077392578,411.3951110839844,70.58275604248047,133.55772399902344,167.52999877929688,358.37677001953125,241.4322509765625,531.1002807617188,350.6400146484375,39.318477630615234,102.63814544677734,1.0011700307314724
2025-02-11,232.6199951171875,294.2825012207031,232.75999450683594,308.5456848144531,180.44000244140625,362.2300109863281,323.8910827636719,62.01595687866211,155.712890625,109.0199966430664,644.04638671875,413.7344055175781,205.83837890625,254.6999969482422,154.89016723632812,273.3065490722656,67.10479736328125,308.42919921875,149.3333740234375,85.79878234863281,410.6166687011719,70.9807357788086,132.7877960205078,169.42999267578125,360.58197021484375,241.362548828125,531.6478881835938,350.7200012207031,39.84994125366211,102.18937683105469,1.001337885623709
2025-02-12,236.8699951171875,292.6953125,228.92999267578125,305.38616943359375,186.25,352.0400085449219,325.6083679199219,62.115291595458984,153.20074462890625,109.2300033569336,645.7977294921875,404.57257080078125,203.91864013671875,255.80999755859375,154.02706909179688,273.7637634277344,68.2066650390625,305.8341979980469,148.13925170898438,84.93622589111328,408.2214660644531,71.89611053466797,131.12794494628906,169.5800018310547,354.7247619628906,239.67942810058594,525.1557006835938,351.489990234375,39.889305114746094,103.32625579833984,1.0015058878754814
2025-02-13,241.52999877929688,294.5899963378906,230.3699951171875,306.4825439453125,185.44000244140625,353.70001220703125,329.3325500488281,63.416603088378906,154.1699981689453,109.58999633789062,645.7479858398438,409.8291931152344,204.17726135253906,259.19000244140625,156.0012664794922,274.62841796875,68.99088287353516,308.24029541015625,147.99000549316406,83.69693756103516,409.7184753417969,72.84132385253906,135.27755737304688,171.02000427246094,360.3424987792969,242.0198516845703,528.9195556640625,355.6300048828125,40.3912467956543,104.76231384277344,1.001673322166198
2025-02-14,244.60000610351562,291.1600036621094,228.67999267578125,310.0108337402344,184.4199981689453,353.32000732421875,326.0277404785156,64.43977355957031,155.33999633789062,110.37999725341797,657.2907104492188,406.91766357421875,201.67068481445312,261.2799987792969,154.91000366210938,274.8967590332031,68.36549377441406,306.7787170410156,148.6199951171875,82.29901885986328,407.6126708984375,72.67218017578125,138.8372344970703,162.88999938964844,356.081787109375,237.32904052734375,521.2822265625,353.80999755859375,40.342037200927734,103.75508117675781,1.0018407844490034
2025-02-18,244.47000122070312,292.79998779296875,226.64999389648438,311.8148498535156,184.97000122070312,354.0,328.44390869140625,64.16162872314453,156.16000366210938,109.55999755859375,668.873291015625,400.7666931152344,206.93251037597656,263.07000732421875,154.99000549316406,278.2362060546875,68.54418182373047,303.080078125,148.99000549316406,82.57661437988281,408.8202819824219,77.19926452636719,139.38717651367188,165.42999267578125,352.22021484375,237.4286346435547,498.59918212890625,356.7300109863281,40.5487174987793,103.49578857421875,1.0020082747285772
2025-02-19,244.8699951171875,294.2699890136719,226.6300048828125,308.89453125,186.14999389648438,353.0,324.0208740234375,64.40996551513672,157.22999572753906,111.3499984741211,664.853271484375,392.9364013671875,209.68777465820312,264.32000732421875,157.88999938964844,277.5404968261719,69.55670166015625,300.2066955566406,150.1999969482422,84.86682891845703,413.94000244140625,76.39334106445312,139.21719360351562,166.49000549316406,351.0827331542969,241.362548828125,508.86529541015625,355.2300109863281,41.345909118652344,103.7151870727539,1.0021759918253164
2025-02-20,245.8300018310547,297.92999267578125,222.8800048828125,302.85455322265625,180.8800048828125,349.1499938964844,317.9304504394531,64.24109649658203,158.7899932861328,110.55000305175781,639.0910034179688,392.1513977050781,210.2248992919922,264.739990234375,159.67999267578125,265.16668701171875,69.52692413330078,301.310302734375,149.0800018310547,86.92901611328125,416.1300048828125,76.84107971191406,140.0971221923828,167.2100067138672,349.2567138671875,240.25706481933594,500.281982421875,350.489990234375,41.81832504272461,96.94377899169922,1.002343219998696
2025-02-21,245.5500030517578,303.010009765625,216.5800018310547,294.4225769042969,177.14999389648438,340.0400085449219,309.31396484375,63.5556755065918,156.9199981689453,108.66000366210938,622.5131225585938,382.8702697753906,210.81175231933594,261.4800109863281,162.3000030517578,262.62237548828125,70.82732391357422,303.0602111816406,144.97999572753906,88.73342895507812,408.2099914550781,76.11475372314453,134.41763305664062,170.22999572753906,343.818603515625,239.05198669433594,464.4351806640625,348.5299987792969,42.08405303955078,94.52043151855469,1.0025101578765172
2025-02-24,247.10000610351562,309.7200012207031,212.7100067138672,294.5521545410156,179.91000366210938,338.9200134277344,307.8363037109375,62.82058334350586,157.88999938964844,111.19999694824219,623.050537109375,380.0084533691406,208.79257202148438,261.8699951171875,163.74000549316406,259.7401123046875,70.07289123535156,305.80438232421875,145.47999572753906,90.48826599121094,404.0,79.87571716308594,130.2680206298828,170.5399932861328,343.1201171875,247.22854614257812,459.5559997558594,349.8599853515625,42.63520431518555,93.4134750366211,1.0026768450836152
2025-02-25,247.0399932861328,315.6300048828125,212.8000030517578,292.369384765625,178.27000427246094,342.3599853515625,305.400146484375,63.84375,156.4199981689453,110.52999877929688,611.8759155273438,390.8099060058594,210.87142944335938,257.75,166.08999633789062,255.82423400878906,70.96630096435547,308.936279296875,146.5399932861328,90.64689636230469,397.8999938964844,81.3084716796875,126.61835479736328,172.64999389648438,352.2601623535156,251.48114013671875,468.3783264160156,352.0899963378906,43.01903533935547,97.42247009277344,1.0028432416997577
2025-02-26,240.36000061035156,306.3800048828125,214.35000610351562,295.1202697753906,173.0399932861328,342.5799865722656,306.84783935546875,63.65501403808594,155.13999938964844,111.83000183105469,614.7218017578125,388.0176086425781,210.2050018310547,255.83999633789062,163.0800018310547,257.20574951171875,70.28135681152344,302.5233154296875,147.42999267578125,88.61444854736328,399.7300109863281,80.76123809814453,131.26792907714844,171.3000030517578,358.80584716796875,247.8360595703125,461.6171875,350.6300048828125,42.49741744995117,95.9365463256836,1.0030101036660979
2025-02-27,237.3000030517578,305.82000732421875,208.74000549316406,293.2265625,173.8300018310547,340.0,294.4373474121094,63.386802673339844,156.6699981689453,111.30999755859375,605.0,387.8089294433594,211.13999938964844,253.22999572753906,163.72999572753906,257.4641418457031,70.35084533691406,308.17071533203125,150.52000427246094,89.8041763305664,392.5299987792969,79.61702728271484,120.13895416259766,171.97000122070312,354.7347412109375,253.75184631347656,466.5660400390625,355.739990234375,42.585994720458984,96.52493286132812,1.0031770730136003
2025-02-28,241.83999633789062,308.05999755859375,212.27999877929688,299.96417236328125,174.6300048828125,343.95001220703125,297.38275146484375,63.684814453125,158.6199951171875,113.80000305175781,622.2899780273438,394.0990295410156,212.88999938964844,252.44000244140625,165.02000427246094,263.02984619140625,70.6883544921875,306.55999755859375,155.1199951171875,91.45986938476562,396.989990234375,79.02999877929688,124.90850830078125,173.83999633789062,361.47998046875,257.436767578125,472.9388122558594,362.7099914550781,42.418678283691406,98.33995056152344,1.0033439905257597
2025-03-03,238.02999877929688,310.7799987792969,205.02000427246094,294.51226806640625,170.05999755859375,332.0400085449219,292.6002502441406,63.058990478515625,153.08999633789062,112.79000091552734,605.260009765625,387.23260498046875,212.02000427246094,250.19000244140625,167.27999877929688,259.0245361328125,71.79022216796875,304.2900085449219,153.4199981689453,92.35216522216797,388.489990234375,78.41000366210938,114.04950714111328,175.58999633789062,356.7300109863281,259.7771911621094,465.0624694824219,361.82000732421875,43.17650604248047,97.32273864746094,1.0035109358111374
2025-03-04,235.92999267578125,312.19000244140625,203.8000030517578,282.53204345703125,158.89999389648438,326.75,286.88922119140625,62.840450286865234,152.0,109.01000213623047,581.1400146484375,379.2731018066406,208.0,253.2100067138672,165.4199981689453,248.718017578125,69.67582702636719,305.7699890136719,145.86000061035156,91.7672119140625,388.6099853515625,77.31999969482422,115.97933197021484,173.17999267578125,355.2799987792969,254.65814208984375,472.5903015136719,352.2300109863281,42.19231414794922,94.70991516113281,1.0036779885312959
2025-03-05,235.74000549316406,316.57000732421875,208.36000061035156,283.23968505859375,163.16000366210938,338.489990234375,291.511962890625,63.53580856323242,150.80999755859375,109.30999755859375,593.0700073242188,383.9136657714844,209.6199951171875,251.35000610351562,165.1199951171875,249.99017333984375,69.56663513183594,307.45001220703125,147.61000061035156,92.3918228149414,401.0199890136719,77.80999755859375,117.28921508789062,174.61000061035156,362.32000732421875,256.9786376953125,473.9544982910156,352.67999267578125,42.16279220581055,95.71715545654297,1.0038454673354704
2025-03-06,235.3300018310547,317.82000732421875,200.6999969482422,274.72796630859375,158.42999267578125,341.010009765625,285.6012268066406,62.98945617675781,152.9499969482422,105.43000030517578,567.6699829101562,379.32281494140625,211.25999450683594,248.69000244140625,165.8300018310547,245.0307159423828,69.94384765625,310.3699951171875,146.94000244140625,93.19488525390625,396.8900146484375,77.70999908447266,110.55982971191406,174.66000366210938,360.0799865722656,254.97683715820312,485.64453125,344.1600036621094,43.530818939208984,94.38082122802734,1.0040126554090105
2025-03-07,239.07000732421875,324.8599853515625,199.25,272.3059997558594,154.17999267578125,350.29998779296875,282.44622802734375,63.51593780517578,156.33999633789062,105.51000213623047,559.6699829101562,374.4238586425781,214.52000427246094,261.5400085449219,166.69000244140625,240.7967987060547,70.90673828125,321.2900085449219,146.3000030517578,93.83931732177734,393.30999755859375,78.58999633789062,112.67964172363281,175.9499969482422,363.6199951171875,256.6500244140625,491.3800048828125,345.32000732421875,45.33189010620117,91.46881866455078,1.0041798713273264
2025-03-10,227.47999572753906,327.3599853515625,194.5399932861328,260.4553527832031,148.14999389648438,345.2099914550781,272.47186279296875,61.64841079711914,157.57000732421875,103.08000183105469,531.6599731445312,372.2874450683594,213.82000732421875,256.8999938964844,167.6999969482422,230.79840087890625,70.92658996582031,317.25,147.6199951171875,94.41435241699219,380.1600036621094,76.4000015258789,106.97016143798828,176.25999450683594,357.7799987792969,256.6099853515625,480.2200012207031,341.4800109863281,45.75509262084961,87.57949829101562,1.0043466369108203
2025-03-11,220.83999633789062,318.8900146484375,196.58999633789062,254.54495239257812,154.05999755859375,339.7699890136719,276.6153564453125,60.26762390136719,154.0800018310547,97.9000015258789,531.4299926757812,365.83837890625,208.58999633789062,248.9499969482422,165.86000061035156,227.73724365234375,70.51959991455078,306.760009765625,147.5399932861328,93.91863250732422,380.45001220703125,74.16999816894531,108.75,173.1199951171875,353.0199890136719,254.55999755859375,486.0400085449219,332.1400146484375,42.743465423583984,87.2005386352539,1.0045138287486872
2025-03-12,216.97999572753906,312.5,198.88999938964844,259.88720703125,158.8000030517578,338.1300048828125,284.133544921875,60.05902099609375,152.6699981689453,98.76000213623047,535.7100219726562,362.42999267578125,206.35000610351562,249.6300048828125,162.85000610351562,226.5048370361328,69.42765808105469,299.3999938964844,150.24000549316406,92.55044555664062,383.2699890136719,73.58000183105469,115.73999786376953,168.3699951171875,349.8299865722656,251.99000549316406,481.1099853515625,332.8399963378906,41.916744232177734,84.96666717529297,1.00468112813623
2025-03-13,209.67999267578125,312.6400146484375,193.88999938964844,255.58151245117188,159.32000732421875,333.30999755859375,271.3136901855469,59.27425765991211,153.61000061035156,96.87000274658203,524.8099975585938,347.25,206.69000244140625,245.8000030517578,162.99000549316406,223.81143188476562,69.11000061035156,297.5,146.10000610351562,93.8988037109375,378.7699890136719,72.63999938964844,115.58000183105469,168.58999633789062,342.1000061035156,255.94000244140625,481.5199890136719,328.54998779296875,43.01903533935547,84.26858520507812,1.0048480965793951
2025-03-14,213.49000549316406,313.7099914550781,197.9499969482422,264.7510681152344,161.80999755859375,339.6400146484375,278.961669921875,60.0987548828125,157.02000427246094,98.63999938964844,541.4099731445312,351.30999755859375,209.47000122070312,248.35000610351562,162.80999755859375,231.0170440673828,69.16000366210938,299.8299865722656,150.41000366210938,93.76000213623047,388.55999755859375,71.66000366210938,121.66999816894531,167.97000122070312,341.7799987792969,260.9100036621094,488.6499938964844,331.79998779296875,42.88125228881836,85.11625671386719,1.0050150927711266
2025-03-17,214.0,317.1700134277344,195.74000549316406,263.5052185058594,161.85000610351562,342.6400146484375,280.3095703125,60.486167907714844,158.72000122070312,99.36000061035156,551.3400268554688,354.1300048828125,210.4199981689453,252.97000122070312,162.83999633789062,232.49790954589844,70.12000274658203,303.9700012207031,153.2100067138672,94.79000091552734,388.70001220703125,73.69999694824219,119.52999877929688,169.75999450683594,342.25,265.1300048828125,499.0199890136719,334.54998779296875,42.95998764038086,87.2204818725586,1.005182116716036
2025-03-18,212.69000244140625,318.6499938964844,192.82000732421875,261.8507080078125,161.57000732421875,336.7099914550781,278.2927551269531,59.900081634521484,160.80999755859375,99.3499984741211,551.780029296875,349.57000732421875,209.74000549316406,246.9499969482422,164.25,233.53155517578125,69.37999725341797,303.6000061035156,150.9199981689453,94.72000122070312,383.5199890136719,73.30999755859375,115.43000030517578,167.7100067138672,335.5299987792969,260.5,503.79998779296875,334.7699890136719,43.530818939208984,85.35559844970703,1.005349447634773
2025-03-19,215.24000549316406,315.75,195.5399932861328,269.75445556640625,172.6199951171875,338.6199951171875,278.95172119140625,60.71464157104492,164.0500030517578,100.29000091552734,557.3400268554688,353.4200134277344,208.64999389648438,252.2899932861328,162.99000549316406,237.64620971679688,69.27999877929688,306.9200134277344,153.2100067138672,94.0199966430664,387.82000732421875,72.98999786376953,117.5199966430664,168.57000732421875,334.9200134277344,261.32000732421875,503.20001220703125,339.8699951171875,43.245399475097656,86.09358215332031,1.005516606930135
2025-03-20,214.10000610351562,315.0400085449219,194.9499969482422,269.9338684082031,172.8300018310547,336.25,278.5922546386719,60.21795654296875,164.77000427246094,98.86000061035156,562.6799926757812,355.5199890136719,210.88999938964844,243.32000732421875,163.02000427246094,237.54681396484375,69.70999908447266,307.0,151.27000427246094,94.7300033569336,386.8399963378906,71.86000061035156,118.52999877929688,167.5500030517578,336.0299987792969,259.5400085449219,511.29998779296875,339.5,43.058406829833984,85.57499694824219,1.005683474811535
2025-03-21,218.27000427246094,316.0400085449219,196.2100067138672,269.61492919921875,178.11000061035156,335.7799987792969,280.17974853515625,59.900081634521484,164.75,99.45999908447266,565.1400146484375,351.1499938964844,210.1199951171875,243.8699951171875,163.6300048828125,240.15078735351562,68.66999816894531,305.44000244140625,150.36000061035156,93.11000061035156,391.260009765625,67.94000244140625,117.69999694824219,166.69000244140625,334.4100036621094,256.70001220703125,516.8499755859375,335.6600036621094,43.294612884521484,85.9800033569336,1.0058504901006042
2025-03-24,220.72999572753906,314.3800048828125,203.25999450683594,276.9405822753906,180.89999389648438,341.6700134277344,285.5113830566406,60.56563949584961,165.02000427246094,100.18000030517578,580.0999755859375,363.7699890136719,211.85000610351562,248.4499969482422,163.2899932861328,246.5414276123047,68.94999694824219,305.6700134277344,153.14999389648438,92.30999755859375,393.0799865722656,67.38999938964844,121.41000366210938,165.64999389648438,342.7099914550781,259.44000244140625,516.5,343.8699951171875,42.87141036987305,87.48999786376953,1.0060174133907136
2025-03-25,223.75,306.8599853515625,205.7100067138672,278.35589599609375,182.58999633789062,342.6199951171875,288.1572265625,60.585506439208984,165.94000244140625,101.61000061035156,585.9400024414062,360.989990234375,212.1199951171875,249.89999389648438,161.02000427246094,249.59263610839844,68.80999755859375,306.9200134277344,153.5,87.87000274658203,395.1600036621094,66.54000091552734,120.69000244140625,162.85000610351562,341.1600036621094,259.45001220703125,513.4299926757812,344.6199951171875,42.80251693725586,84.76000213623047,1.0061843643821415
2025-03-26,221.52999877929688,305.7099914550781,201.1300048828125,275.0867614746094,178.5500030517578,341.1099853515625,280.5491638183594,61.390132904052734,167.97000122070312,100.77999877929688,573.9199829101562,362.1300048828125,213.1199951171875,250.33999633789062,161.72000122070312,249.4932403564453,70.0199966430664,313.5799865722656,152.67999267578125,88.11000061035156,389.9700012207031,65.73999786376953,113.76000213623047,166.5800018310547,344.4200134277344,262.260009765625,518.2000122070312,344.17999267578125,43.48160934448242,85.20999908447266,1.0063516624989803
2025-03-27,223.85000610351562,305.7699890136719,201.36000061035156,271.11993408203125,179.11000061035156,339.29998779296875,277.3741760253906,60.9927864074707,166.64999389648438,100.44999694824219,558.9199829101562,362.7300109863281,214.1699981689453,246.2100067138672,163.1300048828125,246.60104370117188,70.73999786376953,312.69000244140625,148.44000244140625,87.5999984741211,390.5799865722656,65.80000305175781,111.43000030517578,168.7100067138672,345.6499938964844,262.67999267578125,515.719970703125,349.8599853515625,44.2492790222168,85.62999725341797,1.00651890856906
2025-03-28,217.89999389648438,306.95001220703125,192.72000122070312,264.6015930175781,173.30999755859375,329.69000244140625,269.5464782714844,60.45636749267578,166.08999633789062,98.06999969482422,543.1199951171875,358.1499938964844,210.33999633789062,244.0,163.7100067138672,241.3633270263672,70.37000274658203,307.0899963378906,144.83999633789062,89.2300033569336,378.79998779296875,63.290000915527344,109.66999816894531,168.02999877929688,339.75,261.7900085449219,516.0399780273438,342.8500061035156,44.21975326538086,85.1500015258789,1.0066861824338451
2025-03-31,222.1300048828125,311.54998779296875,190.25999450683594,268.1597595214844,170.5500030517578,329.79998779296875,267.9389953613281,61.30072784423828,167.2899932861328,98.69999694824219,546.2899780273438,366.489990234375,211.75,248.66000366210938,165.83999633789062,243.79832458496094,71.62000274658203,312.3699951171875,146.86000061035156,89.76000213623047,375.3900146484375,63.47999954223633,108.37999725341797,170.4199981689453,349.19000244140625,264.4599914550781,523.75,350.4599914550781,44.6429557800293,87.79000091552734,1.0068536838227997
2025-04-01,223.19000244140625,306.9200134277344,192.1699981689453,269.5850524902344,168.1699981689453,330.57000732421875,269.776123046875,61.390132904052734,168.50999450683594,97.68000030517578,548.4500122070312,365.5199890136719,213.4499969482422,250.33999633789062,153.25,242.16836547851562,71.87000274658203,313.6300048828125,147.6699981689453,87.12000274658203,382.19000244140625,64.76000213623047,110.1500015258789,170.55999755859375,350.57000732421875,264.5400085449219,523.1199951171875,346.3500061035156,44.66263961791992,88.83000183105469,1.0070214927624828
2025-04-02,223.88999938964844,305.70001220703125,196.00999450683594,274.3392333984375,168.55999755859375,334.6600036621094,271.114013671875,61.40999984741211,166.47000122070312,97.87999725341797,563.0999755859375,370.8900146484375,215.99000549316406,249.97999572753906,155.36000061035156,244.3151397705078,71.33000183105469,311.5799865722656,147.75999450683594,86.5999984741211,382.1400146484375,64.95999908447266,110.41999816894531,169.5,353.6600036621094,264.489990234375,523.2000122070312,346.3299865722656,44.03275680541992,89.76000213623047,1.007189449564198
2025-04-03,203.19000244140625,309.8500061035156,178.41000366210938,247.00001525878906,150.91000366210938,305.760009765625,254.82958984375,57.310001373291016,156.1199951171875,88.83999633789062,511.2300109863281,355.9100036621094,206.67999267578125,243.49000549316406,159.82000732421875,227.29000854492188,73.18000030517578,318.2699890136719,139.74000549316406,86.38999938964844,373.1099853515625,55.58000183105469,101.80000305175781,172.38999938964844,340.6499938964844,263.1000061035156,540.4400024414062,339.3900146484375,44.89884567260742,87.26000213623047,1.0073567149526421
2025-04-04,188.3800048828125,294.3900146484375,171.0,233.67999267578125,136.58999633789062,288.0799865722656,240.38229370117188,54.540000915527344,143.27999877929688,83.52999877929688,470.80999755859375,353.8999938964844,190.99000549316406,227.47999572753906,153.24000549316406,210.27999877929688,69.93000030517578,300.1099853515625,126.91000366210938,81.47000122070312,359.8399963378906,57.25,94.30999755859375,163.75,332.05999755859375,242.25999450683594,525.0499877929688,313.1300048828125,42.34978485107422,83.19000244140625,1.0075228088955779
2025-04-07,181.4600067138672,289.69000244140625,175.25999450683594,234.27999877929688,138.86000061035156,280.05999755859375,243.82688903808594,54.40999984741211,140.14999389648438,83.30000305175781,465.510009765625,341.510009765625,187.4600067138672,225.77999877929688,150.6199951171875,214.44000244140625,68.37000274658203,299.8900146484375,128.5500030517578,81.18000030517578,357.8599853515625,55.61000061035156,97.63999938964844,160.22999572753906,322.80999755859375,233.8300018310547,524.7000122070312,312.32000732421875,41.90690231323242,83.83000183105469,1.0076887303143478
2025-04-08,172.4199981689453,280.260009765625,170.66000366210938,231.38999938964844,139.38999938964844,273.94000244140625,243.60723876953125,53.189998626708984,136.92999267578125,81.72000122070312,462.2200012207031,335.239990234375,182.86000061035156,221.02999877929688,150.0,216.8699951171875,68.41999816894531,299.8299865722656,127.16000366210938,78.94999694824219,354.55999755859375,53.27000045776367,96.30000305175781,158.38999938964844,313.510009765625,236.52999877929688,553.0800170898438,308.2699890136719,41.503379821777344,81.79000091552734,1.0078557987067422
2025-04-09,198.85000610351562,291.0899963378906,191.10000610351562,262.3599853515625,160.82000732421875,301.010009765625,264.7540283203125,58.130001068115234,146.02999877929688,91.44000244140625,516.8699951171875,355.3900146484375,199.10000610351562,235.30999755859375,150.97000122070312,234.33999633789062,69.94999694824219,303.9599914550781,138.32000732421875,81.91000366210938,390.489990234375,59.31999969482422,114.33000183105469,162.32000732421875,336.25,248.10000610351562,578.5,332.42999267578125,42.21200180053711,89.5999984741211,1.00802489451953
2025-04-10,190.4199981689453,281.4100036621094,181.22000122070312,246.88999938964844,155.52000427246094,289.1600036621094,255.1199951171875,56.59000015258789,134.97999572753906,85.2300033569336,489.79998779296875,353.6199951171875,193.38999938964844,229.5500030517578,148.69000244140625,227.11000061035156,70.76000213623047,306.7799987792969,132.97000122070312,77.55000305175781,381.3500061035156,54.400001525878906,107.56999969482422,163.55999755859375,329.9100036621094,245.1699981689453,594.4000244140625,324.6099853515625,42.91999816894531,90.61000061035156,1.008192778666721
2025-04-11,198.14999389648438,285.9800109863281,184.8699951171875,251.1300048828125,156.83999633789062,293.45001220703125,255.0,57.33000183105469,135.6300048828125,84.88999938964844,494.44000244140625,353.8599853515625,198.5500030517578,235.47999572753906,151.72999572753906,236.1999969482422,71.43000030517578,309.8999938964844,135.9499969482422,79.18000030517578,388.45001220703125,54.38999938964844,110.93000030517578,166.91000366210938,336.7699890136719,245.1300048828125,599.469970703125,333.3999938964844,43.72999954223633,92.80000305175781,1.008361330888775
2025-04-14,202.52000427246094,293.9200134277344,182.1199951171875,255.3800048828125,159.27999877929688,298.1199951171875,254.5500030517578,57.40999984741211,135.32000732421875,84.66000366210938,503.9800109863281,357.20001220703125,200.25,239.05999755859375,154.36000061035156,234.72000122070312,72.44999694824219,316.07000732421875,136.00999450683594,79.16999816894531,387.80999755859375,55.40999984741211,110.70999908447266,169.1300048828125,341.0199890136719,250.83999633789062,587.0599975585938,335.17999267578125,44.29999923706055,94.7300033569336,1.0085291910457663
2025-04-15,202.13999938964844,295.29998779296875,179.58999633789062,257.8599853515625,155.52000427246094,293.42999267578125,254.92999267578125,57.20000076293945,134.5399932861328,85.01000213623047,507.8900146484375,354.1099853515625,198.80999755859375,240.6999969482422,153.6199951171875,233.1300048828125,71.86000061035156,312.4800109863281,135.25999450683594,78.38999938964844,385.7300109863281,54.83000183105469,112.19999694824219,168.47000122070312,336.8800048828125,249.66000366210938,583.5900268554688,335.80999755859375,44.47999954223633,93.97000122070312,1.0086972792366407
2025-04-16,194.27000427246094,282.6400146484375,174.3300018310547,252.9199981689453,156.47000122070312,290.1400146484375,249.83999633789062,55.7599983215332,135.36000061035156,82.7699966430664,499.04998779296875,345.989990234375,193.27999877929688,238.57000732421875,153.91000366210938,229.61000061035156,71.68000030517578,309.1000061035156,130.4600067138672,76.45999908447266,371.6099853515625,53.54999923706055,104.48999786376953,166.38999938964844,331.2799987792969,252.47999572753906,585.0399780273438,331.3299865722656,43.61000061035156,91.19000244140625,1.0088657156785346
2025-04-17,196.97999572753906,277.2900085449219,172.61000061035156,251.30999755859375,161.89999389648438,294.25,247.25999450683594,55.7599983215332,137.8699951171875,84.80999755859375,509.489990234375,355.05999755859375,196.60000610351562,238.80999755859375,157.47000122070312,231.9600067138672,73.0,311.29998779296875,130.2100067138672,78.0,367.7799987792969,55.7599983215332,101.48999786376953,170.6300048828125,333.3800048828125,255.86000061035156,454.1099853515625,329.6099853515625,44.040000915527344,93.22000122070312,1.0090340601331955
